sr_type,service_label,committed_days,stable_commitment,year_month,year,month_number,intake,duplicates,evaluable,on_time,open_overdue,median_days_to_close
311ASSIT,311 ASSISTANCE,1,False,2026-06,2026,6,16.0,0.0,16.0,16.0,0.0,0.0
311ASSIT,311 ASSISTANCE,1,False,2026-07,2026,7,5.0,0.0,5.0,5.0,0.0,0.0
311ASSIT,311 ASSISTANCE,1,False,2026-08,2026,8,1.0,0.0,1.0,1.0,0.0,0.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2023-01,2023,1,422.0,51.0,371.0,0.0,69.0,465.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2023-02,2023,2,333.0,27.0,306.0,0.0,82.0,437.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2023-03,2023,3,356.0,30.0,326.0,0.0,82.0,403.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2023-04,2023,4,291.0,30.0,261.0,49.0,56.0,374.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2023-05,2023,5,321.0,32.0,289.0,198.0,64.0,347.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2023-06,2023,6,277.0,31.0,246.0,153.0,67.0,314.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2023-07,2023,7,326.0,27.0,299.0,192.0,79.0,285.5
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2023-08,2023,8,369.0,43.0,326.0,212.0,85.0,251.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2023-09,2023,9,340.0,43.0,297.0,188.0,97.0,222.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2023-10,2023,10,356.0,22.0,334.0,209.0,106.0,193.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2023-11,2023,11,313.0,31.0,282.0,193.0,80.0,161.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2023-12,2023,12,370.0,43.0,327.0,249.0,68.0,132.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2024-01,2024,1,416.0,29.0,387.0,311.0,59.0,102.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2024-02,2024,2,301.0,30.0,270.0,181.0,78.0,74.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2024-03,2024,3,336.0,42.0,294.0,178.0,103.0,47.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2024-04,2024,4,379.0,34.0,345.0,227.0,102.0,39.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2024-05,2024,5,431.0,51.0,380.0,235.0,134.0,24.5
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2024-06,2024,6,371.0,26.0,345.0,232.0,94.0,28.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2024-07,2024,7,639.0,48.0,591.0,325.0,233.0,56.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2024-08,2024,8,435.0,41.0,392.0,247.0,128.0,20.5
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2024-09,2024,9,401.0,25.0,373.0,244.0,111.0,24.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2024-10,2024,10,306.0,25.0,281.0,171.0,102.0,21.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2024-11,2024,11,246.0,19.0,226.0,126.0,87.0,20.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2024-12,2024,12,327.0,22.0,303.0,205.0,90.0,16.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2025-01,2025,1,353.0,27.0,326.0,206.0,114.0,14.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2025-02,2025,2,297.0,36.0,258.0,146.0,103.0,15.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2025-03,2025,3,334.0,34.0,299.0,162.0,130.0,8.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2025-04,2025,4,396.0,47.0,346.0,206.0,132.0,17.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2025-05,2025,5,342.0,22.0,319.0,198.0,119.0,10.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2025-06,2025,6,424.0,29.0,395.0,244.0,149.0,11.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2025-07,2025,7,451.0,36.0,413.0,246.0,163.0,13.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2025-08,2025,8,371.0,36.0,335.0,185.0,150.0,16.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2025-09,2025,9,346.0,24.0,168.0,95.0,73.0,18.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2025-10,2025,10,386.0,23.0,0.0,0.0,0.0,15.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2025-11,2025,11,323.0,21.0,0.0,0.0,0.0,18.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2025-12,2025,12,362.0,22.0,0.0,0.0,0.0,10.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2026-01,2026,1,430.0,27.0,0.0,0.0,0.0,10.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2026-02,2026,2,371.0,18.0,0.0,0.0,0.0,12.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2026-03,2026,3,421.0,36.0,0.0,0.0,0.0,13.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2026-04,2026,4,419.0,29.0,0.0,0.0,0.0,12.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2026-05,2026,5,454.0,30.0,0.0,0.0,0.0,10.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2026-06,2026,6,507.0,27.0,0.0,0.0,0.0,13.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2026-07,2026,7,595.0,38.0,0.0,0.0,0.0,12.0
BLD-RES,"BUILDING, RESIDENTIAL",365,True,2026-08,2026,8,540.0,29.0,0.0,0.0,0.0,8.0
CMDVABDV,"VEHICLE, ABANDONED PARKING",30,False,2023-12,2023,12,25.0,0.0,25.0,0.0,0.0,269.0
CMDVABDV,"VEHICLE, ABANDONED PARKING",30,False,2024-01,2024,1,34.0,0.0,34.0,0.0,0.0,233.5
CMDVABDV,"VEHICLE, ABANDONED PARKING",30,False,2024-02,2024,2,12.0,0.0,12.0,0.0,0.0,212.5
CMDVABDV,"VEHICLE, ABANDONED PARKING",30,False,2024-03,2024,3,11.0,0.0,11.0,0.0,0.0,171.0
CMDVABDV,"VEHICLE, ABANDONED PARKING",30,False,2024-04,2024,4,15.0,0.0,15.0,0.0,0.0,143.0
CMDVABDV,"VEHICLE, ABANDONED PARKING",30,False,2024-05,2024,5,6.0,0.0,6.0,0.0,0.0,121.0
CMDVABDV,"VEHICLE, ABANDONED PARKING",30,False,2024-06,2024,6,1.0,0.0,1.0,0.0,0.0,95.0
CMDVABDV,"VEHICLE, ABANDONED PARKING",30,False,2024-07,2024,7,1.0,0.0,1.0,0.0,0.0,45.0
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2024-09,2024,9,18.0,2.0,16.0,1.0,0.0,92.5
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2024-10,2024,10,148.0,16.0,132.0,8.0,0.0,56.5
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2024-11,2024,11,196.0,24.0,172.0,5.0,0.0,64.5
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2024-12,2024,12,232.0,30.0,202.0,5.0,0.0,38.5
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2025-01,2025,1,268.0,25.0,243.0,16.0,0.0,19.0
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2025-02,2025,2,245.0,11.0,234.0,27.0,0.0,13.5
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2025-03,2025,3,302.0,10.0,292.0,28.0,0.0,13.0
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2025-04,2025,4,255.0,9.0,246.0,59.0,0.0,7.0
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2025-05,2025,5,292.0,9.0,283.0,87.0,0.0,6.0
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2025-06,2025,6,318.0,10.0,308.0,56.0,1.0,13.0
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2025-07,2025,7,509.0,41.0,468.0,33.0,2.0,27.0
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2025-08,2025,8,487.0,57.0,430.0,30.0,14.0,41.0
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2025-09,2025,9,442.0,44.0,398.0,16.0,9.0,62.0
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2025-10,2025,10,434.0,46.0,388.0,13.0,16.0,50.5
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2025-11,2025,11,353.0,57.0,296.0,10.0,18.0,58.0
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2025-12,2025,12,284.0,45.0,239.0,10.0,22.0,77.0
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2026-01,2026,1,341.0,57.0,284.0,4.0,26.0,63.5
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2026-02,2026,2,358.0,48.0,310.0,10.0,38.0,59.0
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2026-03,2026,3,404.0,47.0,357.0,14.0,34.0,39.0
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2026-04,2026,4,442.0,82.0,360.0,14.0,37.0,34.0
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2026-05,2026,5,391.0,69.0,322.0,62.0,62.0,48.5
CMDVABDV,"VEHICLE, OVERTIME PARKER",3,False,2026-06,2026,6,458.0,108.0,349.0,100.0,99.0,45.0
CMDVABDV,"VEHICLE, PARKED > 24 HOURS ON STREET",30,False,2026-07,2026,7,415.0,74.0,341.0,130.0,97.0,29.0
CMDVABDV,"VEHICLE, PARKED > 24 HOURS ON STREET",30,False,2026-08,2026,8,477.0,82.0,218.0,96.0,108.0,7.0
DAPUB1,DEAD ANIMAL,1,False,2023-01,2023,1,110.0,8.0,102.0,69.0,0.0,1.0
DAPUB1,DEAD ANIMAL,1,False,2023-02,2023,2,104.0,9.0,95.0,67.0,0.0,1.0
DAPUB1,DEAD ANIMAL,1,False,2023-03,2023,3,122.0,5.0,117.0,97.0,0.0,1.0
DAPUB1,DEAD ANIMAL,1,False,2023-04,2023,4,137.0,3.0,134.0,98.0,0.0,1.0
DAPUB1,DEAD ANIMAL,1,False,2023-05,2023,5,193.0,12.0,181.0,141.0,0.0,1.0
DAPUB1,DEAD ANIMAL,1,False,2023-06,2023,6,189.0,12.0,177.0,131.0,0.0,1.0
DAPUB1,DEAD ANIMAL,1,False,2023-07,2023,7,192.0,14.0,178.0,128.0,0.0,1.0
DAPUB1,DEAD ANIMAL,1,False,2023-08,2023,8,174.0,21.0,153.0,114.0,0.0,1.0
DAPUB1,DEAD ANIMAL,1,False,2023-09,2023,9,185.0,16.0,169.0,110.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2023-10,2023,10,183.0,11.0,172.0,79.0,0.0,2.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2023-11,2023,11,166.0,12.0,154.0,101.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2023-12,2023,12,136.0,12.0,124.0,76.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2024-01,2024,1,92.0,9.0,83.0,61.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2024-02,2024,2,103.0,6.0,97.0,65.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2024-03,2024,3,150.0,8.0,142.0,94.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2024-04,2024,4,150.0,9.0,141.0,111.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2024-05,2024,5,171.0,5.0,166.0,114.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2024-06,2024,6,194.0,5.0,189.0,100.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2024-07,2024,7,155.0,10.0,145.0,62.0,0.0,2.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2024-08,2024,8,162.0,1.0,161.0,75.0,0.0,2.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2024-09,2024,9,157.0,2.0,155.0,78.0,0.0,2.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2024-10,2024,10,180.0,14.0,166.0,102.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2024-11,2024,11,123.0,3.0,120.0,55.0,0.0,2.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2024-12,2024,12,81.0,3.0,78.0,43.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2025-01,2025,1,58.0,3.0,55.0,27.0,0.0,2.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2025-02,2025,2,86.0,2.0,84.0,40.0,0.0,2.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2025-03,2025,3,157.0,5.0,152.0,84.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2025-04,2025,4,125.0,1.0,124.0,76.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2025-05,2025,5,163.0,6.0,157.0,90.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2025-06,2025,6,201.0,7.0,194.0,114.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2025-07,2025,7,144.0,6.0,138.0,78.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2025-08,2025,8,182.0,14.0,168.0,68.0,0.0,2.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2025-09,2025,9,229.0,9.0,220.0,138.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2025-10,2025,10,193.0,4.0,189.0,80.0,0.0,2.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2025-11,2025,11,162.0,4.0,157.0,80.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2025-12,2025,12,106.0,5.0,101.0,49.0,0.0,2.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2026-01,2026,1,110.0,4.0,106.0,68.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2026-02,2026,2,94.0,3.0,91.0,60.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2026-03,2026,3,109.0,6.0,103.0,72.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2026-04,2026,4,201.0,13.0,188.0,137.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2026-05,2026,5,193.0,6.0,187.0,121.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2026-06,2026,6,226.0,12.0,214.0,151.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2026-07,2026,7,176.0,11.0,165.0,125.0,0.0,1.0
DAPUB1,DEAD ANIMAL REMOVAL,1,False,2026-08,2026,8,128.0,1.0,127.0,99.0,0.0,1.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2023-01,2023,1,485.0,90.0,395.0,322.0,0.0,14.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2023-02,2023,2,480.0,72.0,408.0,336.0,0.0,15.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2023-03,2023,3,434.0,63.0,371.0,329.0,0.0,9.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2023-04,2023,4,482.0,82.0,400.0,322.0,0.0,6.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2023-05,2023,5,430.0,65.0,365.0,290.0,0.0,14.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2023-06,2023,6,340.0,57.0,283.0,209.0,0.0,13.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2023-07,2023,7,400.0,55.0,345.0,267.0,0.0,7.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2023-08,2023,8,417.0,69.0,348.0,299.0,0.0,7.5
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2023-09,2023,9,353.0,58.0,295.0,246.0,0.0,5.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2023-10,2023,10,269.0,42.0,227.0,188.0,0.0,5.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2023-11,2023,11,242.0,45.0,196.0,169.0,0.0,7.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2023-12,2023,12,323.0,40.0,283.0,223.0,0.0,9.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2024-01,2024,1,336.0,47.0,289.0,221.0,6.0,9.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2024-02,2024,2,449.0,42.0,407.0,331.0,0.0,12.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2024-03,2024,3,407.0,39.0,368.0,289.0,1.0,9.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2024-04,2024,4,308.0,38.0,270.0,237.0,2.0,5.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2024-05,2024,5,293.0,56.0,237.0,211.0,0.0,6.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2024-06,2024,6,266.0,46.0,220.0,193.0,1.0,5.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2024-07,2024,7,387.0,42.0,345.0,297.0,1.0,4.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2024-08,2024,8,355.0,54.0,301.0,273.0,1.0,3.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2024-09,2024,9,327.0,51.0,276.0,236.0,2.0,4.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2024-10,2024,10,316.0,29.0,287.0,241.0,2.0,4.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2024-11,2024,11,307.0,48.0,259.0,217.0,0.0,9.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2024-12,2024,12,332.0,39.0,293.0,234.0,0.0,9.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2025-01,2025,1,179.0,29.0,150.0,118.0,1.0,9.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2025-02,2025,2,377.0,53.0,324.0,278.0,0.0,10.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2025-03,2025,3,529.0,90.0,439.0,378.0,0.0,5.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2025-04,2025,4,498.0,42.0,456.0,362.0,0.0,9.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2025-05,2025,5,354.0,59.0,295.0,248.0,0.0,9.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2025-06,2025,6,393.0,43.0,350.0,304.0,0.0,5.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2025-07,2025,7,466.0,81.0,385.0,313.0,0.0,5.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2025-08,2025,8,379.0,59.0,320.0,283.0,0.0,7.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2025-09,2025,9,349.0,48.0,301.0,260.0,0.0,6.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2025-10,2025,10,307.0,53.0,254.0,209.0,3.0,9.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2025-11,2025,11,194.0,30.0,164.0,136.0,0.0,14.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2025-12,2025,12,250.0,37.0,213.0,184.0,0.0,11.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2026-01,2026,1,334.0,121.0,213.0,181.0,0.0,14.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2026-02,2026,2,272.0,33.0,239.0,212.0,0.0,9.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2026-03,2026,3,470.0,78.0,392.0,359.0,3.0,12.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2026-04,2026,4,332.0,43.0,289.0,257.0,3.0,9.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2026-05,2026,5,246.0,34.0,212.0,193.0,0.0,12.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2026-06,2026,6,349.0,60.0,289.0,276.0,5.0,8.5
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2026-07,2026,7,406.0,47.0,359.0,354.0,3.0,4.0
LITR-PRV,"LITTER, PRIVATE PROPERTY",45,True,2026-08,2026,8,403.0,60.0,30.0,30.0,0.0,4.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2023-01,2023,1,1899.0,4.0,1895.0,315.0,0.0,17.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2023-02,2023,2,2018.0,10.0,2008.0,889.0,0.0,15.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2023-03,2023,3,2392.0,3.0,2389.0,1484.0,0.0,13.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2023-04,2023,4,2294.0,7.0,2287.0,2219.0,0.0,8.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2023-05,2023,5,2693.0,0.0,2693.0,2604.0,0.0,7.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2023-06,2023,6,2626.0,6.0,2620.0,2523.0,0.0,7.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2023-07,2023,7,3109.0,5.0,3104.0,2890.0,0.0,9.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2023-08,2023,8,2810.0,1.0,2809.0,1848.0,0.0,13.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2023-09,2023,9,2385.0,8.0,2377.0,2101.0,0.0,11.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2023-10,2023,10,2374.0,0.0,2374.0,2306.0,0.0,7.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2023-11,2023,11,2292.0,0.0,2292.0,2235.0,0.0,6.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2023-12,2023,12,2030.0,1.0,2029.0,1981.0,0.0,5.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2024-01,2024,1,2163.0,0.0,2161.0,2077.0,0.0,5.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2024-02,2024,2,2300.0,2.0,2297.0,2235.0,0.0,5.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2024-03,2024,3,2701.0,2.0,2699.0,2643.0,0.0,6.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2024-04,2024,4,2897.0,5.0,2892.0,2817.0,0.0,5.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2024-05,2024,5,3057.0,7.0,3050.0,2978.0,0.0,7.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2024-06,2024,6,2673.0,4.0,2669.0,2380.0,0.0,11.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2024-07,2024,7,3299.0,5.0,3293.0,2068.0,0.0,14.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2024-08,2024,8,2650.0,4.0,2646.0,969.0,0.0,15.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2024-09,2024,9,2472.0,4.0,2463.0,1757.0,0.0,13.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2024-10,2024,10,2586.0,5.0,2581.0,2400.0,0.0,10.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2024-11,2024,11,2277.0,2.0,2274.0,2144.0,0.0,8.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2024-12,2024,12,2328.0,4.0,2322.0,2227.0,0.0,6.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2025-01,2025,1,1867.0,6.0,1861.0,1611.0,0.0,5.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2025-02,2025,2,2264.0,7.0,2255.0,1475.0,0.0,7.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2025-03,2025,3,3183.0,7.0,3176.0,2004.0,0.0,11.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2025-04,2025,4,3055.0,8.0,3047.0,1959.0,0.0,13.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2025-05,2025,5,2929.0,8.0,2921.0,1668.0,0.0,14.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2025-06,2025,6,3047.0,5.0,3034.0,452.0,0.0,18.5
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2025-07,2025,7,3257.0,8.0,3249.0,275.0,0.0,21.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2025-08,2025,8,2876.0,11.0,2865.0,147.0,0.0,24.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2025-09,2025,9,2542.0,20.0,2522.0,1762.0,1.0,22.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2025-10,2025,10,2532.0,3.0,2529.0,2525.0,0.0,12.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2025-11,2025,11,2390.0,10.0,2380.0,2185.0,0.0,6.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2025-12,2025,12,2322.0,4.0,2317.0,2191.0,0.0,5.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2026-01,2026,1,2203.0,3.0,2200.0,2104.0,0.0,5.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2026-02,2026,2,2174.0,5.0,2167.0,2160.0,0.0,4.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2026-03,2026,3,3584.0,9.0,3575.0,3478.0,0.0,4.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2026-04,2026,4,3345.0,11.0,3334.0,3191.0,82.0,5.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2026-05,2026,5,3179.0,8.0,3171.0,2910.0,238.0,5.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2026-06,2026,6,3571.0,29.0,3541.0,3181.0,336.0,7.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2026-07,2026,7,3942.0,25.0,3917.0,2985.0,534.0,11.0
MTL-FRN,"METAL FURNITURE, SPEC COLLECTN",14,False,2026-08,2026,8,3083.0,11.0,3072.0,2113.0,336.0,12.0
NEW96CRT,"RECYCLING, NEW 96 GALLON CART",10,False,2023-01,2023,1,82.0,0.0,82.0,81.0,0.0,4.5
NEW96CRT,"RECYCLING, NEW 96 GALLON CART",10,False,2023-02,2023,2,58.0,0.0,58.0,55.0,0.0,6.0
NEW96CRT,"RECYCLING, NEW 96 GALLON CART",10,False,2023-03,2023,3,114.0,0.0,114.0,111.0,0.0,6.0
NEW96CRT,"RECYCLING, NEW 96 GALLON CART",10,False,2023-04,2023,4,114.0,0.0,114.0,111.0,0.0,6.0
